instruction,input,output
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Aswin, I was born on 06-01-1956, and my place of birth is Saugor at 11:43, and my zodiac sign is libra.","Rahu in 7th House so you should invest in legal firms. Some stocks in this field are Thomson Reuters Corporation, Gateley (Holdings) PLC, RBG Holdings, Keystone Law Group, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Abhinandan, I was born on 10-03-1964, and my place of birth is Vijayawada  at 7:0, and my zodiac sign is aquarius.","Moon in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Arvind, I was born on 16-08-2000, and my place of birth is Yamunanagar  at 19:52, and my zodiac sign is cancer.","Jupiter in 7th House so you should invest in legal firms. Some stocks in this field are Thomson Reuters Corporation, Gateley (Holdings) PLC, RBG Holdings, Keystone Law Group, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Karishma, I was born on 10-12-1978, and my place of birth is Auroville at 19:29, and my zodiac sign is scorpio.","Mars in 7th House so you should invest in legal firms. Some stocks in this field are Thomson Reuters Corporation, Gateley (Holdings) PLC, RBG Holdings, Keystone Law Group, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Niharika, I was born on 24-10-1981, and my place of birth is Thanjavur at 0:13, and my zodiac sign is pisces.","Mars in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Debolina, I was born on 10-10-1983, and my place of birth is Dalhousie at 3:15, and my zodiac sign is aries.","Mercury in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Chavi, I was born on 17-02-1963, and my place of birth is Bagaha  at 16:16, and my zodiac sign is leo.","Venus in 8th House so you should invest in beauty stocks. Some stocks in this field are Tira, V-Mart Nykaa,  etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Haider, I was born on 28-01-1996, and my place of birth is Khardaha  at 14:28, and my zodiac sign is sagittarius.","Jupiter in 10th House so you should invest in startups and in government projects. Some stocks in this field are Stockal, Smallcase, Trade Brains, CapitalVia, Gill Broking, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Adity, I was born on 07-04-1954, and my place of birth is Deoghar  at 23:33, and my zodiac sign is taurus.","Mars in 8th House so you should invest in insurance stocks. Some stocks in this field are ICICI Prudential Life Insurance, HDFC Life Insurance, New India Assurance, Star Health and Allied Insurance, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Bilal, I was born on 08-02-1987, and my place of birth is Gangtok at 2:44, and my zodiac sign is virgo.","Moon in 5th House so you should invest in entertainment stocks. Some stocks in this field are PVR INOX, Shemaroo Entertainment, Tips Industries, Network18, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Avi, I was born on 09-09-1985, and my place of birth is Puducherry  at 6:16, and my zodiac sign is capricorn.","Venus in 9th House so you should invest in beauty stocks. Some stocks in this field are Tira, V-Mart Nykaa,  etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Lohith, I was born on 17-06-1948, and my place of birth is Bodh Gaya at 15:28, and my zodiac sign is gemini.","Jupiter in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Adil, I was born on 21-02-1962, and my place of birth is Cuddalore  at 14:29, and my zodiac sign is libra.","Venus in 1st House so you should invest in gold and luxury goods, and since Moon is in 2nd House, you can also invest in media stocks."
